"City","State","Latitude","Longitude"
"North River Shores","FL",27.217547,-80.269771
"Shorterville","AL",31.570169,-85.101319
"Kennedale","TX",32.646801,-97.225847
"Kokomo","IN",40.486427,-86.133603
"Topanga","CA",34.093618,-118.601473
"Saint Lucie","FL",27.489482,-80.339773
"Elmdale","TX",32.430682,-99.639808
"Morgan Hill","CA",37.130501,-121.65439
"Irondale","CO",39.84943,-104.897199
"Needham","MA",42.283431,-71.232833
"Little Orleans","MD",39.625925,-78.3864
"Taft","OK",35.765714,-95.57015
"Bray","OK",34.641803,-97.841318
"Baileyville","IL",42.197245,-89.593448
"Luquillo","PR",18.372451,-65.716551
"Utica","PA",41.435611,-79.95728
"Naples Park","FL",26.261753,-81.809254
"Makemie Park","VA",37.908458,-75.570205
"Florissant","CO",38.945825,-105.289436
"Mayfield","KY",36.741723,-88.636715
"Frontenac","KS",37.455605,-94.689127
"Independence","OR",44.85123,-123.186766
"Selfridge","ND",46.041389,-100.92513
"Napoleon","OH",41.392273,-84.125224
"Woodardville","LA",32.25988,-93.28017
"Tama","IA",41.966659,-92.576859
"Mammoth Lakes","CA",37.648546,-118.972079
"Sparta","TN",35.925899,-85.464142
"Nara Visa","NM",35.607544,-103.099667
"Theba","AZ",32.919492,-112.894615
"Carlstadt","NJ",40.840378,-74.090697
"Florence Hill","TX",32.673189,-97.015285
"Casas Adobes","AZ",32.323408,-110.995097
"Avon","KY",38.071744,-84.318544
"Ellendale","LA",29.632157,-90.809259
"Arrow Creek","MT",47.344416,-110.175203
"Mount Prospect","IL",42.066417,-87.937291
"Rising City","NE",41.199458,-97.296154
"Destin","FL",30.393534,-86.495783
"Columbia","SC",34.00071,-81.034814
"Hess","MD",39.555939,-76.525522
"Juniata Terrace","PA",40.585629,-77.578326
"Hume","IL",39.796701,-87.868641
"Pinson","TN",35.490076,-88.72061
"Dongola","IL",37.361162,-89.165912
"Piedra","AZ",32.904771,-112.985451
"Pellettown","NJ",41.161485,-74.674607
"Dorchester","IA",43.469694,-91.510974
"Ontario","OR",44.026553,-116.962938
"Blaine","WA",48.993723,-122.747119
"Caledonia","WI",42.807796,-87.924248
"East Rockaway","NY",40.642048,-73.669575
"Cambridge Springs","PA",41.803668,-80.056444
"Pendleton","MO",38.827267,-91.235153
"Globe","AZ",33.394222,-110.786498
"Van Cortlandtville","NY",41.314816,-73.903749
"Newaukum","WA",47.257323,-122.101782
"Sharon","ND",47.597214,-97.893981
"Tipler","WI",45.924958,-88.634849
"Purcell","OK",35.017631,-97.384923
"Leonard","MO",39.896427,-92.178513
"Bayou Goula","LA",30.209919,-91.168994
"Cushman","AR",35.872852,-91.754032
"Columbia","SD",45.613024,-98.312598
"Massena","IA",41.254154,-94.768311
"Spearfish","SD",44.490817,-103.85937
"Salus","AR",35.730914,-93.406015
"Fischer","TX",29.97688,-98.265847
"White Rock","SD",45.916627,-96.571736
"Quincy","CA",39.936836,-120.947176
"Miltona","MN",46.044129,-95.291424
"Girvin","TX",31.062927,-102.388474
"Summertown","TN",35.434799,-87.312791
"Kings Valley","OR",44.706786,-123.434548
"Oyster Creek","TX",29.003024,-95.331882
"Mount Dora","FL",28.802492,-81.644519
"Boma","TN",36.127005,-85.682481
"Selden","KS",39.540837,-100.567644
"Olive Hill","KY",38.300081,-83.174065
"Rayle","GA",33.789846,-82.899869
"Fitchburg","MA",42.583423,-71.802296
"Hugo","OK",34.014607,-95.533465
"Enola","PA",40.290089,-76.933864
"Vergennes","IL",37.902273,-89.335643
"Grover Beach","CA",35.121642,-120.621282
"Arm","MS",31.502949,-90.016194
"Lyndora","PA",40.852287,-79.927001
"Octavia","NE",41.348066,-97.058924
"Duluth","KS",39.524718,-96.223057
"Lovett","GA",32.638219,-82.767638
"Trenton","NC",35.067105,-77.352737
"Center Point","IA",42.190827,-91.785177
"Turnerville","WY",42.858815,-110.90187
"Rocky Mount","GA",33.1654,-84.673263
"Palm Desert","CA",33.722245,-116.374456
"Galt","MO",40.128627,-93.386881
"Greeleyville","SC",33.580999,-79.988965
"Reedville","VA",37.842074,-76.275777
"Eldorendo","GA",31.044074,-84.651861
"Centerville","NC",36.186262,-78.105546
"Newark","AR",35.701744,-91.441522
"Mountainhome","PA",41.173702,-75.271015
"Coal Center","PA",40.068407,-79.901714
"Malad City","ID",42.191587,-112.250799
"Gough","GA",33.091816,-82.226511
"McCausland","IA",41.746142,-90.44319
"Naranja","FL",25.518165,-80.422833
"Big Creek","CA",37.204946,-119.245956
"Bridport","VT",43.985058,-73.31262
"Edinburg","MS",32.799301,-89.336178
"Buchanan Lake Village","TX",30.850733,-98.449477
"Bartles","OH",38.661746,-82.659885
"Elm City","NC",35.806545,-77.863315
"Leoti","KS",38.479741,-101.358771
"Shevlin","MN",47.530233,-95.258623
"Vail","AZ",32.047858,-110.712027
"Leitchfield","KY",37.480054,-86.293864
"Arispe","TX",31.151241,-105.274952
"Keating","OR",44.874043,-117.590487
"Meridian","CA",39.143225,-121.914415
"Tignall","GA",33.867623,-82.741251
"Barrelville","MD",39.701753,-78.842521
"Antigo","WI",45.140245,-89.152335
"Van Buren","MO",36.995607,-91.014571
"Dominion","TX",29.656892,-98.61641
"Northfield","MN",44.458298,-93.161604
"Liberty","SC",34.787891,-82.692359
"Wagstaff","KS",38.665011,-94.796349
"Dry Run","PA",40.167585,-77.753881
"Bertram","TX",30.743796,-98.055576
"Cavour","WI",45.652184,-88.629559
"Villas","NJ",39.028724,-74.938507
"Sawpit","CO",37.99527,-108.001734
"Tibes","PR",18.090764,-66.632384
"Sharon","NH",42.813141,-71.915634
"Littleton","NH",44.306173,-71.770088
"Woodbury","CT",41.54454,-73.209002
"Kaycee","WY",43.71025,-106.638934
"Hartford","AL",31.1024,-85.696878
"Hermon","NY",44.467283,-75.230486
"Hadar","NE",42.105004,-97.449221
"Toyah","TX",31.314857,-103.79324
"West Wareham","MA",41.789825,-70.760314
"Kennett Square","PA",39.846777,-75.711603
"Tyrone","PA",40.670618,-78.238624
"Roosevelt","NJ",40.220111,-74.473207
"Bear River","WY",41.384112,-111.026297
"Mount Holly","SC",33.034338,-80.03453
"Sandstone","MN",46.13106,-92.867423
"Tranquillity","CA",36.648839,-120.25266
"Blackduck","MN",47.73301,-94.548579
"Thompson","PA",41.863694,-75.514348
"Wintersburg","AZ",33.424484,-112.867954
"McKenzie","ND",46.824158,-100.413449
"Grosse Pointe Farms","MI",42.409204,-82.891859
"Centenary","SC",34.030997,-79.355606
"Baird","MS",33.425119,-90.583423
"Walnut","NC",35.849549,-82.73875
"Hamilton Dome","WY",43.773289,-108.575668
"Ashland","IL",39.887826,-90.007891
"Katalla","AK",60.197222,-144.518333
"Forkville","MS",32.460697,-89.660906
"Idaho Springs","CO",39.742488,-105.513608
"Kinta","OK",35.123212,-95.261529
"Springwater","NY",42.637288,-77.595826
"North Vernon","IN",39.006165,-85.62358
"Combined Locks","WI",44.26582,-88.314273
"Keener","AL",34.156206,-85.951082
"Saint Simons Island","GA",31.135232,-81.390097
"Isle au Haut","ME",44.07536,-68.633358
"Kiel","WI",43.912493,-88.035652
"Hopkinton","NY",44.690335,-74.703244
"Brent","AL",32.937346,-87.164718
"Scottsville","AR",35.448692,-93.046561
"Alco","AR",35.887575,-92.367102
"Greensboro","IN",39.875046,-85.466084
"Salem","SD",43.724145,-97.388953
"Oak Hills","IL",38.638105,-89.980659
"Steubenville","OH",40.369791,-80.633964
"Russellville","KY",36.84532,-86.887219
"Herndon","CA",36.836614,-119.917375
"Cutler","CA",36.523283,-119.286782
"Curtis","OK",36.44315,-99.166384
"Osino","NV",40.932142,-115.660622
"Keams Canyon","AZ",35.812506,-110.195125
"Washoe City","NV",39.320188,-119.809631
"Cartersville","GA",34.165097,-84.799938
"Providence","FL",28.153904,-81.973415
"Cajahs Mountain","NC",35.850653,-81.536115
"Slatington","PA",40.748429,-75.611853
"Richmond","MN",45.45413,-94.518332
"Edinburg","MO",40.0814,-93.693831
"Holladay","TN",35.870619,-88.145872
"Barnard","KS",39.19056,-98.041991
"Trumann","AR",35.67369,-90.507328
"Coal Mountain","GA",34.271486,-84.100746
"Whitehouse","OH",41.518941,-83.803828
"Jupiter","NC",35.760942,-82.593466
"Northglenn","CO",39.885541,-104.987203
"Bowdle","SD",45.453038,-99.654007
"Level","MD",39.580387,-76.193287
"Glover","MO",37.486438,-90.691231
"Pisgah","IA",41.831377,-95.925566
"Plum Grove","TX",30.214658,-95.094931
"Perrin","NE",41.812469,-103.246322
"Chaneyville","MD",38.691785,-76.639962
"Pleasanton","IA",40.58056,-93.743835
"Robertsdale","AL",30.553805,-87.711932
"Eagleton Village","TN",35.795083,-83.931847
"Watson","IL",39.025321,-88.569772
"Binford","ND",47.561941,-98.345098
"West Hickory","PA",41.568673,-79.408102
"Boone","OK",34.902623,-98.485785
"Daisy","AR",34.237328,-93.742133
"Sherman","KS",37.257283,-95.057187
"Fort Mitchell","KY",39.042643,-84.564177
"Leon","WI",43.877467,-90.830133
"Ocoee","FL",28.569168,-81.543962
"Lima","OH",40.742551,-84.105226
"Green Level","NC",36.12097,-79.344186
"Farmington","GA",33.776232,-83.423494
"Calhoun Falls","SC",34.092337,-82.595687
"Newport","FL",30.199371,-84.180726
"Mulberry Grove","IL",38.925046,-89.268963
"Goober Hill","TX",31.651565,-93.931023
"Habersham","GA",34.58982,-83.560451
"West Hartford","CT",41.762045,-72.74204
"Kinsey","AL",31.299063,-85.344378
"Trenton","NE",40.175554,-101.012938
"Paradise","UT",41.568823,-111.837998
"Oceanside","OR",45.460936,-123.967908
"Angiola","CA",35.989119,-119.475954
"Carpenter","SD",44.637473,-97.916755
"Eden","SD",45.616622,-97.419815
"Harlan","KY",36.843144,-83.321848
"Jemez Springs","NM",35.768636,-106.692258
"Shirley","IN",39.891989,-85.57692
"Greenleaf","WI",44.313324,-88.096213
"Brewton","GA",32.593776,-82.797917
"Pole Ojea","PR",17.974965,-67.185179
"Foster Brook","PA",41.975063,-78.617249
"Cheshire","OR",44.189568,-123.285651
"Junction City","CA",40.733199,-123.05364
"Irvine","KY",37.700638,-83.973813
"Madison Park","NJ",40.451495,-74.307925
"Ludington","MI",43.955283,-86.452583
"Cropper","KY",38.312292,-85.113287
"Brownstown","PA",40.2291125,-77.5759615
"Elberta","UT",39.952428,-111.955957
"Nanticoke Acres","MD",38.258456,-75.910211
"Trenton","ND",48.070578,-103.836871
"Wadsworth","NY",42.82034,-77.896672
"Druid Hills","GA",33.780383,-84.336036
"Hoover","SD",45.11249,-103.267125
"Ludden","ND",46.008581,-98.12538
"Elk City","ID",45.826853,-115.436794
"West Jefferson","AL",33.649273,-87.068609
"Nanticoke","PA",41.20536,-76.004923
"Fallston","NC",35.429021,-81.501479
"Gentry","TX",35.296163,-101.992413
"Sprague","NE",40.625835,-96.744743
"Ralston","WY",44.716063,-108.864579
"Tumbling Shoals","AR",35.542023,-91.96737
"Grannis","AR",34.240667,-94.334931
"Elsa","TX",26.293405,-97.993059
"Millard","MO",40.107256,-92.546025
"Covington","VA",37.793458,-79.993946
"Highland","CA",34.128344,-117.208651
"Jones Chapel","AL",34.210378,-87.051953
"Five Points","FL",30.20912,-82.637346
"Black","TX",34.682566,-102.609378
"Hutchins","TX",32.6493,-96.713052
"Salem","SC",34.889816,-82.976536
"Pease","MN",45.698021,-93.648019
"Saline","LA",32.164603,-92.974326
"Samson","AL",31.112954,-86.046052
"Spring Branch","TX",29.889939,-98.425296
"Fairview","PA",41.2766426666667,-78.8560426666667
"Belton","MO",38.811953,-94.531898
"Randsburg","CA",35.368574,-117.658116
"Ghent","KY",38.737563,-85.058284
"Centralia","MO",39.210319,-92.137954
"Courtney","MO",39.15556,-94.393562
"Cusseta","GA",32.305427,-84.772703
"Salyer","CA",40.890135,-123.584493
"Funk","NE",40.462512,-99.249261
"Logan","KS",39.661675,-99.570385
"Edgerton","VA",36.779037,-77.777492
"Swanton","OH",41.588663,-83.891053
"Hillside","AZ",34.418357,-112.91713
"Keyport","NJ",40.433163,-74.199588
"Lesterville","MO",37.453937,-90.843455
"Wenona","GA",31.905453,-83.766838
"Putnam","MD",39.565384,-76.460242
"Oradell","NJ",40.958709,-74.036806
"Beagle","KS",38.418074,-94.954966
"Westport","MN",45.714964,-95.167251
"Wilmot","AR",33.057347,-91.573454
"Laguna Niguel","CA",33.522526,-117.707553
"Trenton","NJ",40.217053,-74.742938
"Pemberton","MN",44.008579,-93.783283
"Thermopolis","WY",43.646067,-108.212043
"Sunrise","WY",42.330246,-104.705518
"King","NC",36.280694,-80.35922
"Pike Road","AL",32.284308,-86.103017
"Medina","NY",43.220058,-78.386968
"Alton","UT",37.43776,-112.482708
"Grand Point","LA",30.061312,-90.753426
"Jean","TX",33.296221,-98.616447
"Grays Prairie","TX",32.472084,-96.349426
"Owensville","AR",34.615924,-92.821559
"Horsehead","MD",38.649841,-76.771357
"Littleton","NC",36.434593,-77.911932
"Gaza","IA",43.020255,-95.580008
"Wadsworth","NV",39.633801,-119.285448
"West Palm Beach","FL",26.715342,-80.053375
"Waucoma","IA",43.056086,-92.033225
"Southwest Harbor","ME",44.279802,-68.325017
"Polo","IL",41.986141,-89.579278
"Trujillo Alto","PR",18.354672,-66.007388
"Haugan","MT",47.383263,-115.399594
"Woodland","UT",40.581341,-111.227121
"Hepburn","IA",40.849157,-95.017204
"Fisher","PA",40.170071,-79.907826
"Honobia","OK",34.542938,-94.961236
"Lake City","MI",44.335287,-85.215046
"Lima","OK",35.177914,-96.62352
"Lovelaceville","KY",36.968666,-88.83089
"Sanger","CA",36.708006,-119.555965
"Harmans","MD",39.15733,-76.696636
"Hudson","FL",28.364449,-82.693434
"Myton","UT",40.194404,-110.061817
"Hatton","ND",47.639709,-97.453422
"Canyondam","CA",40.171832,-121.072738
"Halbur","IA",42.00693,-94.969989
"Guadalupe","TX",28.751937,-96.922763
"Continental","AZ",31.852307,-110.974812
"Johns","MS",32.130985,-89.838133
"Hickory Flat","MS",34.615933,-89.188404
"Van Meter","IA",41.531933,-93.954117
"Richmond","MO",39.278622,-93.976888
"Frankfort","KS",39.705555,-96.416956
"Fort Bidwell","CA",41.860446,-120.151339
"Wahpeton","ND",46.265237,-96.605907
"Kiln","MS",30.409083,-89.435052
"Bayview","TX",26.128688,-97.398314
"North Eastham","MA",41.865107,-69.99113
"Gays","IL",39.45809,-88.493941
"Austerlitz","NY",42.311754,-73.473168
"Bighorn","MT",46.161653,-107.448681
"Southampton","PA",40.174276,-75.043781
"New Boston","IL",41.170311,-90.996811
"Pulaski","TN",35.199802,-87.030841
"Countryside","IL",41.782809,-87.878114
"Elk Springs","CO",40.355524,-108.448431
"Shiloh","NJ",39.459003,-75.29908
"Mabelle","TX",33.670095,-99.139238
"Taylorsville","KY",38.03173,-85.342453
"Seffner","FL",27.983633,-82.275647
"Richmond","ME",44.087297,-69.798935
"Cambridge","MD",38.563174,-76.078829
"Vilas","FL",30.219088,-84.885746
"Indianola","OK",35.166823,-95.798499
"Persia","IA",41.57999,-95.56806
"Julian","PA",40.864226,-77.939448
"Bartlett","KS",37.054793,-95.210799
"Oakpark","VA",38.366796,-78.160001
"Saginaw","TX",32.860127,-97.363907
"Flint City","AL",34.523149,-86.970286
"Norristown","GA",32.506835,-82.494297
"Picacho","NM",33.351759,-105.144981
"Percival","IA",40.74889,-95.813613
"Brownsdale","FL",30.882408,-87.225528
"Center Point","IN",39.416986,-87.077236
"Keysville","MO",37.875322,-91.389035
"Lake Bronson","MN",48.735534,-96.662822
"Sioux Pass","MT",47.922518,-104.325779
"Kustatan","AK",60.715833,-151.7475
"Bowman","ND",46.183062,-103.394906
"Morley","IA",42.00612,-91.246273
"Estill","MS",33.218176,-90.870934
"Silverton","WA",48.07844,-121.567062
"Frederiksted","VI",17.712475,-64.881535
"Cumberland","MD",39.652865,-78.762518
"Crown Point","IN",41.416981,-87.365314
"Laguna Beach","FL",30.239646,-85.924103
"Milford Center","OH",40.178671,-83.435478
"Northfield","MA",42.695917,-72.452865
"Amory","MS",33.984277,-88.488099
"West Newton","PA",40.209793,-79.766988
"Penton","MS",34.865931,-90.279819
"Irwin","CA",37.396881,-120.849925
"Union City","TN",36.42423,-89.05701
"Roscommon","MI",44.49835,-84.591968
"Lillington","NC",35.399327,-78.815853
"Alton","VA",36.573195,-79.00279
"Ouray","CO",38.022772,-107.671449
"Collinston","LA",32.69097,-91.871794
"Nye","MT",45.435497,-109.809065
"Haymarket","VA",38.812059,-77.636381
"Spencerport","NY",43.18645,-77.803897
"Ellensburg","WA",46.996514,-120.547847
"Sayner","WI",45.986063,-89.532644
"Elsah","IL",38.956159,-90.359836
"Frances","KY",37.219775,-88.141136
"Brandon","MS",32.273202,-89.985916
"Pioneer Village","KY",38.060622,-85.677736
"Lake City","MN",44.449412,-92.266843
"Mayhew","MS",33.484843,-88.634492
"Checotah","OK",35.474047,-95.546819
"Agoura","CA",34.143061,-118.737867
"Pagosa Junction","CO",37.038062,-107.199209
"Slanesville","WV",39.373154,-78.522789
"Blossburg","PA",41.679519,-77.063857
"Homeland Park","SC",34.470661,-82.670689
"Longwood","WI",44.886911,-90.598193
"Tolono","IL",39.986142,-88.258939
"Canby","CA",41.443779,-120.870244
"Fernwood","NY",43.276462,-73.646506
"Waccabuc","NY",41.29065,-73.595405
"Seattle Heights","WA",47.810375,-122.32402
"Wentworth","WI",46.59994,-91.836022
"Shipshewana","IN",41.672828,-85.580263
"Dellvale","KS",39.772227,-100.035129
"Cheshire","OH",38.944801,-82.111255
"Interlachen","FL",29.623857,-81.890368
"Riverside","TX",30.852966,-95.403552
"Idria","CA",36.416901,-120.674338
"Lake Stevens","WA",48.015098,-122.063743
"Walnut Creek","OH",40.541452,-81.721796
"Florence","WI",45.922176,-88.251799
"Eagleport","OH",39.737292,-81.915415
"Fairfield","AL",33.48594,-86.911937
"Winters","TX",31.956534,-99.962313
"Masthope","PA",41.535922,-75.028224
"Mound City","KS",38.142807,-94.813573
"West Bountiful","UT",40.893834,-111.901883
"Grand Ridge","IL",41.236979,-88.831465
"Bristol","FL",30.432141,-84.97575
"Grapevine","AR",34.145654,-92.315428
"Terrell","TX",32.735963,-96.275257
"Archibald","LA",32.349035,-91.777348
"Brazos Country","TX",29.753844,-96.050514
"Browning","MT",48.556917,-113.013418
"Bancroft","SD",44.488028,-97.750083
"Pinnacle","NC",36.329305,-80.433112
"Farrar","TX",31.456841,-96.280804
"Odum","GA",31.666043,-82.027895
"Sugden","OK",34.085987,-98.002152
"Candelaria","TX",30.13849,-104.685482
"Frisco","TX",33.150674,-96.823612
"Mount Zion","WI",43.256648,-90.733738
"Roosevelt","NY",40.678713,-73.589017
"Luckey","OH",41.450608,-83.48743
"Lime","OR",44.40655,-117.311295
"Alvin","SC",33.349056,-79.816186
"Richmond","MI",42.809197,-82.755755
"Center City","TX",31.470439,-98.408928
"Pittsboro","IN",39.863933,-86.466943
"Assaria","KS",38.680283,-97.604481
"Concrete","TX",29.238304,-97.293044
"Starks","ME",44.730616,-69.966171
"Davenport","WA",47.654046,-118.149973
"Eunice","NM",32.437343,-103.15908
"Dillard","OR",43.102894,-123.42785
"Gamewell","NC",35.869297,-81.596208
"Black Brook","NY",44.45838,-73.742363
"Saint Marys","AK",62.070674,-163.273779
"Epworth Heights","OH",39.249225,-84.278826
"Tolar","NM",34.450903,-103.931633
"Saint Nazianz","WI",44.008049,-87.922315
"DeQuincy","LA",30.450478,-93.433219
"Brave","PA",39.724801,-80.260073
"Van","AR",34.326767,-91.234286
"Laveen","AZ",33.362823,-112.169317
"Mattawana","PA",40.496187,-77.729437
"Homestown","MO",36.332009,-89.825919
"Rosston","PA",40.750898,-79.551435
"Hoskins","TX",29.134131,-95.234378
"Tuscola","MS",32.620138,-89.527848
"Clinton","WI",42.557792,-88.865107
"Freeburn","KY",37.56455,-82.141799
"Rancho Tehama Reserve","CA",40.015688,-122.400717
"Hawi","HI",20.239119,-155.830552
"Bennettsville","SC",34.61738,-79.684781
"Fingal","ND",46.760533,-97.790381
"McCook","IL",41.797809,-87.84478
"Keota","IA",41.363901,-91.953786
"Gary","SD",44.792464,-96.455885
"Hat Creek","WY",42.939412,-104.369671
"Verret","LA",29.861872,-89.779784
"Ridge Farm","IL",39.895592,-87.651967
"Leoma","TN",35.16147,-87.348073
"Oakman","GA",34.566476,-84.708269
"Bruno","OK",34.348207,-96.09905
"Wingo","KY",36.642281,-88.738942
"Leroy","AL",31.504609,-87.984724
"Sale Creek","TN",35.382292,-85.108845
"Marseilles","OH",40.701445,-83.3927
"Panama","OK",35.171267,-94.69623
"Churchs Ferry","ND",48.269165,-99.190134
"Langley","SC",33.517915,-81.844001
"Rupert","PA",40.979254,-76.474114
"Malmo","MN",46.333843,-93.519408
"Detonti","AR",34.497316,-92.50877
"Woodlawn","MD",39.4785805,-76.4019055
"Isle of Hope","GA",31.98188,-81.060945
"Grouse","ID",43.688235,-113.612523
"Highpoint","MS",33.188181,-89.146176
"Alberene","VA",37.88653,-78.616404
"Maplewood","WA",47.468156,-122.162898
"Lewiston Orchards","ID",46.38044,-116.975432
"Sharon","NY",42.761186,-74.532639
"Sidon","AR",35.344527,-91.939312
"Concord","TX",32.070163,-95.046331
"Sherwood","MD",38.761507,-76.318839
"Judson","SC",34.833173,-82.427624
"Scotland","VA",37.183759,-76.786349
"Hough","OK",36.874807,-101.600888
"La Belle","MO",40.116986,-91.912671
"Lakeland Village","CA",33.638633,-117.343929
"Miccosukee","FL",30.594644,-84.041281
"Rolinda","CA",36.735223,-119.96182
"Bozeman","MT",45.679653,-111.038558
"Dorchester","IL",39.085602,-89.887599
"Humphreys","MO",40.125573,-93.319101
"Port Charlotte","FL",26.976171,-82.090645
"Crucible","PA",39.948408,-79.964775
"Ben Bolt","TX",27.64753,-98.081392
"South Gastonia","NC",35.219304,-81.205634
"Ashkum","IL",40.880311,-87.95504
"Bengal","IN",39.473383,-85.922762
"Riomedina","TX",29.439677,-98.884195
"Lakemont","GA",34.782038,-83.416275
"Carthage","KY",38.93562,-84.307159
"Marietta","OH",39.415352,-81.454844
"Pine Grove","OR",45.108728,-121.363676
"Bear Valley Springs","CA",35.159131,-118.628424
"Belva","WV",38.231217,-81.192053
"Tascosa","TX",35.511159,-102.251307
"Ulm","MT",47.430512,-111.507193
"Ontario","OH",40.759501,-82.590172
"Fort Fairfield","ME",46.772266,-67.833909
"Concordia","KY",38.058953,-86.428033
"Garden City Park","NY",40.740935,-73.66263
"Strawberry","CA",38.19825,-120.009351
"Niskayuna","NY",42.7798,-73.845677
"Decatur","OH",38.815627,-83.70381
"Centreville","AL",32.944568,-87.138607
"Ledger","MT",48.260256,-111.823071
"Algood","TN",36.195895,-85.448585
"Independence","OH",41.368665,-81.637903
"Old Minto","AK",64.887222,-149.174722
"Gulnare","CO",37.317239,-104.751934
"Somers","WI",42.640297,-87.910356
"Coila","MS",33.395401,-89.971195
"Sacramento","KY",37.415878,-87.265553
"Brandon","MN",45.965239,-95.598656
"Shiloh","NC",36.273214,-76.085205
"Mokelumne Hill","CA",38.300471,-120.706322
"Cambridge","ME",45.024223,-69.473937
"Medina","ND",46.893876,-99.299833
"Fairmont","WA",47.90204,-122.2543
"Hilland","SD",44.282763,-101.856537
"Nowata","OK",36.704592,-95.661817
"West Fargo","ND",46.874967,-96.900362
"Aztalan","WI",43.072779,-88.862329
"Apalachee","GA",33.686513,-83.430996
"Saranac Lake","NY",44.329496,-74.131266
"Stone Ridge","NY",41.853149,-74.139033
"Mountain Pine","AR",34.572035,-93.17324
"Lolita","TX",28.839433,-96.542474
"Uxbridge","MA",42.077319,-71.62951
"Whittemore","IA",43.061912,-94.426917
"Allenspark","CO",40.194429,-105.525555
"Glasgow","PA",40.64562,-80.505901
"Holton","KS",39.465272,-95.736372
"Van Buren","ME",47.157265,-67.935302
"Okoboji","IA",43.386352,-95.148329
"Oval","PA",41.151186,-77.169136
"Tylersville","OH",39.357558,-84.421331
"Phillipsburg","NJ",40.69371,-75.190176
"Kiowa","CO",39.347209,-104.464411
"Carmichael","MD",38.942335,-76.133558
"Saint Francis","AR",36.453393,-90.145375
"Wheatley","AR",34.912872,-91.110122
"Gardiner","NY",41.679816,-74.150423
"Startup","WA",47.86788,-121.740396
"Tyler","MN",44.2783,-96.134755
"Verndale","MN",46.398295,-95.014746
"Becida","MN",47.354122,-95.081124
"New Sarpy","LA",29.977982,-90.387859
"Whittier","NC",35.435098,-83.360154
"Kalaupapa","HI",21.189465,-156.981769
"Royalton","PA",40.187314,-76.729969
"Reeds Spring","MO",36.749783,-93.377964
"Pecos","TX",31.422912,-103.493229
"Dixons Mills","AL",32.058205,-87.787508
"Penns Grove","NJ",39.729558,-75.467973
"Branchville","CT",41.267596,-73.441789
"Moira","NY",44.818108,-74.555736
"La Jara","CO",37.275008,-105.960301
"Uniontown","KY",37.775321,-87.930583
"Myersville","MD",39.505101,-77.566377
"Moxley","GA",32.919598,-82.391238
"Tuttle","OK",35.294842,-97.836049
"Granite","IA",43.468872,-96.556396
"Castle Danger","MN",47.120762,-91.50323
"Theodosia","MO",36.582841,-92.676001
"Edgewood","KY",39.005089,-84.5712
"Teutopolis","IL",39.133097,-88.471992
"Mathews","LA",29.686323,-90.546752
"Leatherwood","KY",37.03287,-83.172394
"Richmond","MA",42.373141,-73.367609
"Yadkinville","NC",36.134581,-80.659508
"Minot","MA",42.240379,-70.761987
"Obar","NM",35.535045,-103.20134
"Marion","SC",34.178216,-79.400607
"Hazel","SD",44.759687,-97.379524
"Chivington","CO",38.436398,-102.543524
"Shawsville","VA",37.168466,-80.255321
"Burrville","UT",38.570809,-111.863525
"North Springfield","OR",44.074847,-123.00314
"Fidelity","MO",37.068117,-94.313276
"Cat Creek","MT",47.065264,-108.006227
"Linton Hall","VA",38.759838,-77.57499
"Cylinder","IA",43.088855,-94.553032
"Woburn","MA",42.479262,-71.152277
"Republican City","NE",40.099734,-99.22037
"Greenock","PA",40.312292,-79.806713
"Weston","WY",44.636927,-105.336105
"Berwyn","IL",41.850587,-87.793668
"Chemung","NY",42.008407,-76.623837
"Seville","GA",31.960453,-83.601001
"Wick","WV",39.413133,-80.973998
"Como","NC",36.501541,-77.009407
"Palo Alto","CA",37.441883,-122.143019
"Fulton","IA",42.153628,-90.67819
"Northfield","ME",44.828965,-67.57055
"Apshawa","NJ",41.017597,-74.362929
"Columbus","WI",43.338046,-89.015388
"Woodworth","IL",40.659758,-87.845867
"New Laguna","NM",35.040877,-107.421991
"North Bergen","NJ",40.804267,-74.012084
"Clinton","WA",47.978428,-122.355696
"Litchfield","OH",41.167832,-82.022922
"Dorset","VT",43.254798,-73.098716
"Witten","SD",43.439443,-100.079571
"Hokes Bluff","AL",33.998155,-85.866357
"Sherando","VA",37.981249,-78.953913
"Pablo","MT",47.600214,-114.119002
"Rudolph","TX",26.685617,-97.768884
"Glenville","MN",43.572457,-93.281318
"Maplewood","WI",44.747498,-87.479261
"Hodgesville","WV",39.06593,-80.19425
"Smithville","WV",39.073971,-81.094279
"Craigsville","VA",38.07874,-79.383094
"Weston","WV",39.038427,-80.467313
"McLoud","OK",35.439847,-97.115199
"Rockingham","NC",34.93932,-79.773946
"Cayuga","NY",42.918956,-76.72634
"Hagerstown","IN",39.911158,-85.161631
"Henagar","AL",34.635084,-85.767194
"Eastview","TN",35.075641,-88.545325
"Lynnwood","PA",40.124239,-79.843379
"Webberville","TX",30.231045,-97.516665
"Jeddo","PA",40.99564,-75.89631
"Salisbury Mills","NY",41.430649,-74.119034
"Browning","MO",40.035298,-93.162429
"Maysville","IA",41.64864,-90.716809
"Senath","MO",36.134234,-90.159818
"Hunting Valley","OH",41.489219,-81.401781
"Bessemer","PA",40.974783,-80.493679
"Cohutta","GA",34.959521,-84.952724
